reg,def_func,def_addr,def_instr,use_func,use_addr,use_instr,cross_func,dfi_violation,violation_reason,def_source,indirect_type
rbp,attack_07,0x15a3,"mov %rsp,%rbp",attack_07,0x15f9,leave,No,OK,,local,-
rsp,attack_07,0x15f9,leave,attack_07,0x15fa,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,run_attack,0x15ff,push %rbp,No,OK,,unknown,-
rsp,run_attack,0x15ff,push %rbp,run_attack,0x1600,"mov %rsp,%rbp",No,OK,,local,-
rsp,run_attack,0x15ff,push %rbp,run_attack,0x1603,"sub $0x10,%rsp",No,OK,,local,-
rdi,run_attack,0x0,<param:rdi>,run_attack,0x1607,"mov %edi,-0x4(%rbp)",No,OK,,parameter,-
rbp,run_attack,0x1600,"mov %rsp,%rbp",run_attack,0x1607,"mov %edi,-0x4(%rbp)",No,OK,,local,-
rbp,run_attack,0x1600,"mov %rsp,%rbp",run_attack,0x1614,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,run_attack,0x1614,"mov -0x4(%rbp),%eax",run_attack,0x1617,"mov %eax,%esi",No,OK,,local,-
rax,run_attack,0x1619,"lea 0xb08(%rip),%rax",run_attack,0x1620,"mov %rax,%rdi",No,OK,,local,-
rbp,run_attack,0x1600,"mov %rsp,%rbp",run_attack,0x162d,"cmpl $0x7,-0x4(%rbp)",No,OK,,local,-
rbp,run_attack,0x1600,"mov %rsp,%rbp",run_attack,0x1633,"mov -0x4(%rbp),%eax",No,OK,,local,-
rdx,run_attack,0x164a,"lea 0xb27(%rip),%rdx",run_attack,0x1651,"add %rdx,%rax",No,OK,,local,-
rax,run_attack,0x163e,"lea 0xb33(%rip),%rax",run_attack,0x1651,"add %rdx,%rax",No,OK,,local,-
rax,run_attack,0x1651,"add %rdx,%rax",run_attack,0x1654,notrack jmp *%rax,No,OK,,local,-
rbp,run_attack,0x1600,"mov %rsp,%rbp",run_attack,0x1688,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,run_attack,0x1688,"mov -0x4(%rbp),%eax",run_attack,0x168b,"mov %eax,%esi",No,OK,,local,-
rax,run_attack,0x168d,"lea 0xab6(%rip),%rax",run_attack,0x1694,"mov %rax,%rdi",No,OK,,local,-
rbp,run_attack,0x1600,"mov %rsp,%rbp",run_attack,0x16a1,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,run_attack,0x16a1,"mov -0x4(%rbp),%eax",run_attack,0x16a4,"mov %eax,%esi",No,OK,,local,-
rax,run_attack,0x16a6,"lea 0xaaa(%rip),%rax",run_attack,0x16ad,"mov %rax,%rdi",No,OK,,local,-
rbp,run_attack,0x1600,"mov %rsp,%rbp",run_attack,0x16bb,leave,No,OK,,local,-
rsp,run_attack,0x16bb,leave,run_attack,0x16bc,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,run_safe,0x16c1,push %rbp,No,OK,,unknown,-
rsp,run_safe,0x16c1,push %rbp,run_safe,0x16c2,"mov %rsp,%rbp",No,OK,,local,-
rsp,run_safe,0x16c1,push %rbp,run_safe,0x16c5,"sub $0x10,%rsp",No,OK,,local,-
rdi,run_safe,0x0,<param:rdi>,run_safe,0x16c9,"mov %edi,-0x4(%rbp)",No,OK,,parameter,-
rbp,run_safe,0x16c2,"mov %rsp,%rbp",run_safe,0x16c9,"mov %edi,-0x4(%rbp)",No,OK,,local,-
rbp,run_safe,0x16c2,"mov %rsp,%rbp",run_safe,0x16d6,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,run_safe,0x16d6,"mov -0x4(%rbp),%eax",run_safe,0x16d9,"mov %eax,%esi",No,OK,,local,-
rax,run_safe,0x16db,"lea 0xab6(%rip),%rax",run_safe,0x16e2,"mov %rax,%rdi",No,OK,,local,-
rbp,run_safe,0x16c2,"mov %rsp,%rbp",run_safe,0x16ef,"cmpl $0x7,-0x4(%rbp)",No,OK,,local,-
rbp,run_safe,0x16c2,"mov %rsp,%rbp",run_safe,0x16f5,"mov -0x4(%rbp),%eax",No,OK,,local,-
rdx,run_safe,0x170c,"lea 0xac1(%rip),%rdx",run_safe,0x1713,"add %rdx,%rax",No,OK,,local,-
rax,run_safe,0x1700,"lea 0xacd(%rip),%rax",run_safe,0x1713,"add %rdx,%rax",No,OK,,local,-
rax,run_safe,0x1713,"add %rdx,%rax",run_safe,0x1716,notrack jmp *%rax,No,OK,,local,-
rbp,run_safe,0x16c2,"mov %rsp,%rbp",run_safe,0x174a,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,run_safe,0x174a,"mov -0x4(%rbp),%eax",run_safe,0x174d,"mov %eax,%esi",No,OK,,local,-
rax,run_safe,0x174f,"lea 0x9f4(%rip),%rax",run_safe,0x1756,"mov %rax,%rdi",No,OK,,local,-
rbp,run_safe,0x16c2,"mov %rsp,%rbp",run_safe,0x1763,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,run_safe,0x1763,"mov -0x4(%rbp),%eax",run_safe,0x1766,"mov %eax,%esi",No,OK,,local,-
rax,run_safe,0x1768,"lea 0xa47(%rip),%rax",run_safe,0x176f,"mov %rax,%rdi",No,OK,,local,-
rbp,run_safe,0x16c2,"mov %rsp,%rbp",run_safe,0x177d,leave,No,OK,,local,-
rsp,run_safe,0x177d,leave,run_safe,0x177e,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,test_all,0x1783,push %rbp,No,OK,,unknown,-
rsp,test_all,0x1783,push %rbp,test_all,0x1784,"mov %rsp,%rbp",No,OK,,local,-
rsp,test_all,0x1783,push %rbp,test_all,0x1787,"sub $0x10,%rsp",No,OK,,local,-
rbp,test_all,0x1784,"mov %rsp,%rbp",test_all,0x178b,"movl $0x1,-0x4(%rbp)",No,OK,,local,-
rbp,test_all,0x1784,"mov %rsp,%rbp",test_all,0x1794,"mov -0x4(%rbp),%eax",No,OK,,local,-
rbp,test_all,0x179e,"addl $0x1,-0x4(%rbp)",test_all,0x1794,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,test_all,0x1794,"mov -0x4(%rbp),%eax",test_all,0x1797,"mov %eax,%edi",No,OK,,local,-
rbp,test_all,0x1784,"mov %rsp,%rbp",test_all,0x17a2,"cmpl $0x7,-0x4(%rbp)",No,OK,,local,-
rbp,test_all,0x179e,"addl $0x1,-0x4(%rbp)",test_all,0x17a2,"cmpl $0x7,-0x4(%rbp)",No,OK,,local,-
rbp,test_all,0x1784,"mov %rsp,%rbp",test_all,0x17aa,leave,No,OK,,local,-
rbp,test_all,0x179e,"addl $0x1,-0x4(%rbp)",test_all,0x17aa,leave,No,OK,,local,-
rsp,test_all,0x17aa,leave,test_all,0x17ab,ret,No,OK,,local,ret
rsp,<unknown>,0x0,undefined source for rsp,_fini,0x17b0,"sub $0x8,%rsp",No,OK,,unknown,-
rsp,_fini,0x17b0,"sub $0x8,%rsp",_fini,0x17b4,"add $0x8,%rsp",No,OK,,local,-
rsp,_fini,0x17b4,"add $0x8,%rsp",_fini,0x17b8,ret,No,OK,,local,ret
