function,address,instruction,src_regs(USE),dst_regs(DEF),indirect_call,indirect_jump,is_ret,indirect_type,indirect_severity,dfi_violation,violation_reason
attack_04,0x149b,"mov -0x10(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
attack_04,0x149f,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x149b; indirect call reg_based target rax L2: defined at 0x1490; indirect call reg_based target rax L3: terminal (param) at attack_04
attack_04,0x14a1,nop,-,-,No,No,No,-,none,OK,none
attack_04,0x14a2,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
attack_04,0x14a3,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
a05_get_ptr,0x14a4,endbr64,-,-,No,No,No,-,none,OK,none
a05_get_ptr,0x14a8,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
a05_get_ptr,0x14a9,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
a05_get_ptr,0x14ac,"mov 0x2b15(%rip),%rax",-,rax,No,No,No,-,none,OK,none
a05_get_ptr,0x14b3,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
a05_get_ptr,0x14b4,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
attack_05,0x14b5,endbr64,-,-,No,No,No,-,none,OK,none
attack_05,0x14b9,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
attack_05,0x14ba,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
attack_05,0x14bd,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
attack_05,0x14c1,"lea 0xc0c(%rip),%rax",-,rax,No,No,No,-,none,OK,none
attack_05,0x14c8,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
attack_05,0x14cb,call 1120 <puts@plt>,-,rax,No,No,No,-,none,OK,none
attack_05,0x14d0,call 14a4 <a05_get_ptr>,-,rax,No,No,No,-,none,OK,none
attack_05,0x14d5,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
attack_05,0x14d9,"mov 0x2ba1(%rip),%eax",-,rax,No,No,No,-,none,OK,none
attack_05,0x14df,"cmp $0x1,%eax",rax,-,No,No,No,-,none,OK,none
attack_05,0x14e2,jne 14ef <attack_05+0x3a>,-,-,No,No,No,-,none,OK,none
attack_05,0x14e4,"mov 0x2acd(%rip),%rax",-,rax,No,No,No,-,none,OK,none
attack_05,0x14eb,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
attack_05,0x14ef,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
attack_05,0x14f3,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x14ef; indirect call reg_based target rax L2: defined at 0x14e4; indirect call reg_based target rax L3: terminal (param) at attack_05
attack_05,0x14f5,nop,-,-,No,No,No,-,none,OK,none
attack_05,0x14f6,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
attack_05,0x14f7,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
attack_06,0x14f8,endbr64,-,-,No,No,No,-,none,OK,none
attack_06,0x14fc,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
attack_06,0x14fd,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
attack_06,0x1500,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
attack_06,0x1504,"lea 0xbe2(%rip),%rax",-,rax,No,No,No,-,none,OK,none
attack_06,0x150b,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
attack_06,0x150e,call 1120 <puts@plt>,-,rax,No,No,No,-,none,OK,none
attack_06,0x1513,"mov $0x8,%edi",-,rdi,No,No,No,-,none,OK,none
attack_06,0x1518,call 11a0 <malloc@plt>,-,rax,No,No,No,-,none,OK,none
attack_06,0x151d,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
attack_06,0x1521,"cmpq $0x0,-0x8(%rbp)",rbp,-,No,No,No,-,none,OK,none
attack_06,0x1526,je 1566 <attack_06+0x6e>,-,-,No,No,No,-,none,OK,none
attack_06,0x1528,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
attack_06,0x152c,"mov 0x2a75(%rip),%rdx",-,rdx,No,No,No,-,none,OK,none
attack_06,0x1533,"mov %rdx,(%rax)","rdx,rax",-,No,No,No,-,none,OK,none
attack_06,0x1536,"mov 0x2b44(%rip),%eax",-,rax,No,No,No,-,none,OK,none
attack_06,0x153c,"cmp $0x1,%eax",rax,-,No,No,No,-,none,OK,none
attack_06,0x153f,jne 154f <attack_06+0x57>,-,-,No,No,No,-,none,OK,none
attack_06,0x1541,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
attack_06,0x1545,"mov 0x2a8c(%rip),%rdx",-,rdx,No,No,No,-,none,OK,none
attack_06,0x154c,"mov %rdx,(%rax)","rdx,rax",-,No,No,No,-,none,OK,none
attack_06,0x154f,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
attack_06,0x1553,"mov (%rax),%rax",rax,rax,No,No,No,-,none,OK,none
attack_06,0x1556,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x1553; indirect call reg_based target rax L2: defined at 0x154f; indirect call reg_based target rax L3: defined at 0x1518
attack_06,0x1558,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
attack_06,0x155c,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
attack_06,0x155f,call 1110 <free@plt>,-,rax,No,No,No,-,none,OK,none
attack_06,0x1564,jmp 1567 <attack_06+0x6f>,-,-,No,No,No,-,none,OK,none
attack_06,0x1566,nop,-,-,No,No,No,-,none,OK,none
attack_06,0x1567,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
attack_06,0x1568,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
a07_init_table,0x1569,endbr64,-,-,No,No,No,-,none,OK,none
a07_init_table,0x156d,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
a07_init_table,0x156e,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
a07_init_table,0x1571,"mov 0x2a38(%rip),%rax",-,rax,No,No,No,-,none,OK,none
a07_init_table,0x1578,"mov %rax,0x2b11(%rip)",rax,-,No,No,No,-,none,OK,none
a07_init_table,0x157f,"mov 0x2a42(%rip),%rax",-,rax,No,No,No,-,none,OK,none
a07_init_table,0x1586,"mov %rax,0x2b0b(%rip)",rax,-,No,No,No,-,none,OK,none
a07_init_table,0x158d,"mov 0x2a14(%rip),%rax",-,rax,No,No,No,-,none,OK,none
a07_init_table,0x1594,"mov %rax,0x2b05(%rip)",rax,-,No,No,No,-,none,OK,none
a07_init_table,0x159b,nop,-,-,No,No,No,-,none,OK,none
a07_init_table,0x159c,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
a07_init_table,0x159d,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
attack_07,0x159e,endbr64,-,-,No,No,No,-,none,OK,none
attack_07,0x15a2,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
attack_07,0x15a3,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
attack_07,0x15a6,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
attack_07,0x15aa,"lea 0xb57(%rip),%rax",-,rax,No,No,No,-,none,OK,none
attack_07,0x15b1,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
attack_07,0x15b4,call 1120 <puts@plt>,-,rax,No,No,No,-,none,OK,none
attack_07,0x15b9,call 1569 <a07_init_table>,-,rax,No,No,No,-,none,OK,none
attack_07,0x15be,"movl $0x1,-0x4(%rbp)",rbp,-,No,No,No,-,none,OK,none
attack_07,0x15c5,"mov 0x2ab5(%rip),%eax",-,rax,No,No,No,-,none,OK,none
attack_07,0x15cb,"cmp $0x1,%eax",rax,-,No,No,No,-,none,OK,none
attack_07,0x15ce,jne 15de <attack_07+0x40>,-,-,No,No,No,-,none,OK,none
attack_07,0x15d0,"mov 0x29e1(%rip),%rax",-,rax,No,No,No,-,none,OK,none
attack_07,0x15d7,"mov %rax,0x2aba(%rip)",rax,-,No,No,No,-,none,OK,none
attack_07,0x15de,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
attack_07,0x15e1,cltq,-,-,No,No,No,-,none,OK,none
attack_07,0x15e3,"lea 0x0(,%rax,8),%rdx",-,-,No,No,No,-,none,OK,none
attack_07,0x15eb,"lea 0x2a9e(%rip),%rax",-,rax,No,No,No,-,none,OK,none
attack_07,0x15f2,"mov (%rdx,%rax,1),%rax",-,-,No,No,No,-,none,OK,none
attack_07,0x15f6,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x15eb; indirect call reg_based target rax L2: terminal (param) at attack_07
attack_07,0x15f8,nop,-,-,No,No,No,-,none,OK,none
attack_07,0x15f9,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
attack_07,0x15fa,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
run_attack,0x15fb,endbr64,-,-,No,No,No,-,none,OK,none
run_attack,0x15ff,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
run_attack,0x1600,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
run_attack,0x1603,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
run_attack,0x1607,"mov %edi,-0x4(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
run_attack,0x160a,"movl $0x1,0x2a6c(%rip)",-,-,No,No,No,-,none,OK,none
run_attack,0x1611,00,-,-,No,No,No,-,none,OK,none
run_attack,0x1614,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_attack,0x1617,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
run_attack,0x1619,"lea 0xb08(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_attack,0x1620,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
run_attack,0x1623,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
run_attack,0x1628,call 1190 <printf@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x162d,"cmpl $0x7,-0x4(%rbp)",rbp,-,No,No,No,-,none,OK,none
run_attack,0x1631,ja 1688 <run_attack+0x8d>,-,-,No,No,No,-,none,OK,none
run_attack,0x1633,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_attack,0x1636,"lea 0x0(,%rax,4),%rdx",-,-,No,No,No,-,none,OK,none
run_attack,0x163e,"lea 0xb33(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_attack,0x1645,"mov (%rdx,%rax,1),%eax",-,-,No,No,No,-,none,OK,none
run_attack,0x1648,cltq,-,-,No,No,No,-,none,OK,none
run_attack,0x164a,"lea 0xb27(%rip),%rdx",-,rdx,No,No,No,-,none,OK,none
run_attack,0x1651,"add %rdx,%rax","rdx,rax",rax,No,No,No,-,none,OK,none
run_attack,0x1654,notrack jmp *%rax,rax,-,No,No,No,-,none,OK,none
run_attack,0x1657,call 1150 <attack_01@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x165c,jmp 16a1 <run_attack+0xa6>,-,-,No,No,No,-,none,OK,none
run_attack,0x165e,call 11c0 <attack_02@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x1663,jmp 16a1 <run_attack+0xa6>,-,-,No,No,No,-,none,OK,none
run_attack,0x1665,call 1130 <attack_03@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x166a,jmp 16a1 <run_attack+0xa6>,-,-,No,No,No,-,none,OK,none
run_attack,0x166c,call 11b0 <attack_04@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x1671,jmp 16a1 <run_attack+0xa6>,-,-,No,No,No,-,none,OK,none
run_attack,0x1673,call 1160 <attack_05@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x1678,jmp 16a1 <run_attack+0xa6>,-,-,No,No,No,-,none,OK,none
run_attack,0x167a,call 11d0 <attack_06@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x167f,jmp 16a1 <run_attack+0xa6>,-,-,No,No,No,-,none,OK,none
run_attack,0x1681,call 1140 <attack_07@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x1686,jmp 16a1 <run_attack+0xa6>,-,-,No,No,No,-,none,OK,none
run_attack,0x1688,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_attack,0x168b,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
run_attack,0x168d,"lea 0xab6(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_attack,0x1694,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
run_attack,0x1697,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
run_attack,0x169c,call 1190 <printf@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x16a1,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_attack,0x16a4,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
run_attack,0x16a6,"lea 0xaaa(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_attack,0x16ad,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
run_attack,0x16b0,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
run_attack,0x16b5,call 1190 <printf@plt>,-,rax,No,No,No,-,none,OK,none
run_attack,0x16ba,nop,-,-,No,No,No,-,none,OK,none
run_attack,0x16bb,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
run_attack,0x16bc,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
run_safe,0x16bd,endbr64,-,-,No,No,No,-,none,OK,none
run_safe,0x16c1,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
run_safe,0x16c2,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
run_safe,0x16c5,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
run_safe,0x16c9,"mov %edi,-0x4(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
run_safe,0x16cc,"movl $0x0,0x29aa(%rip)",-,-,No,No,No,-,none,OK,none
run_safe,0x16d3,00,-,-,No,No,No,-,none,OK,none
run_safe,0x16d6,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_safe,0x16d9,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
run_safe,0x16db,"lea 0xab6(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_safe,0x16e2,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
run_safe,0x16e5,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
run_safe,0x16ea,call 1190 <printf@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x16ef,"cmpl $0x7,-0x4(%rbp)",rbp,-,No,No,No,-,none,OK,none
run_safe,0x16f3,ja 174a <run_safe+0x8d>,-,-,No,No,No,-,none,OK,none
run_safe,0x16f5,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_safe,0x16f8,"lea 0x0(,%rax,4),%rdx",-,-,No,No,No,-,none,OK,none
run_safe,0x1700,"lea 0xacd(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_safe,0x1707,"mov (%rdx,%rax,1),%eax",-,-,No,No,No,-,none,OK,none
run_safe,0x170a,cltq,-,-,No,No,No,-,none,OK,none
run_safe,0x170c,"lea 0xac1(%rip),%rdx",-,rdx,No,No,No,-,none,OK,none
run_safe,0x1713,"add %rdx,%rax","rdx,rax",rax,No,No,No,-,none,OK,none
run_safe,0x1716,notrack jmp *%rax,rax,-,No,No,No,-,none,OK,none
run_safe,0x1719,call 1150 <attack_01@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x171e,jmp 1763 <run_safe+0xa6>,-,-,No,No,No,-,none,OK,none
run_safe,0x1720,call 11c0 <attack_02@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x1725,jmp 1763 <run_safe+0xa6>,-,-,No,No,No,-,none,OK,none
run_safe,0x1727,call 1130 <attack_03@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x172c,jmp 1763 <run_safe+0xa6>,-,-,No,No,No,-,none,OK,none
run_safe,0x172e,call 11b0 <attack_04@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x1733,jmp 1763 <run_safe+0xa6>,-,-,No,No,No,-,none,OK,none
run_safe,0x1735,call 1160 <attack_05@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x173a,jmp 1763 <run_safe+0xa6>,-,-,No,No,No,-,none,OK,none
run_safe,0x173c,call 11d0 <attack_06@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x1741,jmp 1763 <run_safe+0xa6>,-,-,No,No,No,-,none,OK,none
run_safe,0x1743,call 1140 <attack_07@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x1748,jmp 1763 <run_safe+0xa6>,-,-,No,No,No,-,none,OK,none
run_safe,0x174a,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_safe,0x174d,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
run_safe,0x174f,"lea 0x9f4(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_safe,0x1756,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
run_safe,0x1759,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
run_safe,0x175e,call 1190 <printf@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x1763,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
run_safe,0x1766,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
run_safe,0x1768,"lea 0xa47(%rip),%rax",-,rax,No,No,No,-,none,OK,none
run_safe,0x176f,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
run_safe,0x1772,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
run_safe,0x1777,call 1190 <printf@plt>,-,rax,No,No,No,-,none,OK,none
run_safe,0x177c,nop,-,-,No,No,No,-,none,OK,none
run_safe,0x177d,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
run_safe,0x177e,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test_all,0x177f,endbr64,-,-,No,No,No,-,none,OK,none
test_all,0x1783,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test_all,0x1784,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test_all,0x1787,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test_all,0x178b,"movl $0x1,-0x4(%rbp)",rbp,-,No,No,No,-,none,OK,none
test_all,0x1792,jmp 17a2 <test_all+0x23>,-,-,No,No,No,-,none,OK,none
test_all,0x1794,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
test_all,0x1797,"mov %eax,%edi",rax,rdi,No,No,No,-,none,OK,none
test_all,0x1799,call 1170 <run_attack@plt>,-,rax,No,No,No,-,none,OK,none
test_all,0x179e,"addl $0x1,-0x4(%rbp)",-,rbp,No,No,No,-,none,OK,none
test_all,0x17a2,"cmpl $0x7,-0x4(%rbp)",rbp,-,No,No,No,-,none,OK,none
test_all,0x17a6,jle 1794 <test_all+0x15>,-,-,No,No,No,-,none,OK,none
test_all,0x17a8,nop,-,-,No,No,No,-,none,OK,none
test_all,0x17a9,nop,-,-,No,No,No,-,none,OK,none
test_all,0x17aa,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test_all,0x17ab,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
_fini,0x17ac,endbr64,-,-,No,No,No,-,none,OK,none
_fini,0x17b0,"sub $0x8,%rsp",rsp,rsp,No,No,No,-,none,OK,none
_fini,0x17b4,"add $0x8,%rsp",rsp,rsp,No,No,No,-,none,OK,none
_fini,0x17b8,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
