function,address,instruction,src_regs(USE),dst_regs(DEF),indirect_call,indirect_jump,is_ret,indirect_type,indirect_severity,dfi_violation,violation_reason
target_c,0x251f,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
target_c,0x2524,nop,-,-,No,No,No,-,none,OK,none
target_c,0x2525,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
target_c,0x2526,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
target_d,0x2527,endbr64,-,-,No,No,No,-,none,OK,none
target_d,0x252b,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
target_d,0x252c,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
target_d,0x252f,"lea 0xaee(%rip),%rax",-,rax,No,No,No,-,none,OK,none
target_d,0x2536,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
target_d,0x2539,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
target_d,0x253e,nop,-,-,No,No,No,-,none,OK,none
target_d,0x253f,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
target_d,0x2540,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
target_calc,0x2541,endbr64,-,-,No,No,No,-,none,OK,none
target_calc,0x2545,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
target_calc,0x2546,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
target_calc,0x2549,"mov %edi,-0x4(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
target_calc,0x254c,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
target_calc,0x254f,"add $0x1,%eax",rax,rax,No,No,No,-,none,OK,none
target_calc,0x2552,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
target_calc,0x2553,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
target_args,0x2554,endbr64,-,-,No,No,No,-,none,OK,none
target_args,0x2558,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
target_args,0x2559,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
target_args,0x255c,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
target_args,0x2560,"mov %edi,-0x4(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
target_args,0x2563,"mov %esi,-0x8(%rbp)","rsi,rbp",-,No,No,No,-,none,OK,none
target_args,0x2566,"mov %edx,-0xc(%rbp)","rdx,rbp",-,No,No,No,-,none,OK,none
target_args,0x2569,"mov -0x4(%rbp),%edx",rbp,rdx,No,No,No,-,none,OK,none
target_args,0x256c,"mov -0x8(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
target_args,0x256f,"add %eax,%edx","rax,rdx",rdx,No,No,No,-,none,OK,none
target_args,0x2571,"mov -0xc(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
target_args,0x2574,"add %edx,%eax","rdx,rax",rax,No,No,No,-,none,OK,none
target_args,0x2576,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
target_args,0x2578,"lea 0xab1(%rip),%rax",-,rax,No,No,No,-,none,OK,none
target_args,0x257f,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
target_args,0x2582,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
target_args,0x2587,call 22b0 <printf@plt>,-,rax,No,No,No,-,none,OK,none
target_args,0x258c,nop,-,-,No,No,No,-,none,OK,none
target_args,0x258d,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
target_args,0x258e,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
evil_x,0x258f,endbr64,-,-,No,No,No,-,none,OK,none
evil_x,0x2593,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
evil_x,0x2594,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
evil_x,0x2597,"lea 0xaa2(%rip),%rax",-,rax,No,No,No,-,none,OK,none
evil_x,0x259e,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
evil_x,0x25a1,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
evil_x,0x25a6,nop,-,-,No,No,No,-,none,OK,none
evil_x,0x25a7,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
evil_x,0x25a8,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
evil_y,0x25a9,endbr64,-,-,No,No,No,-,none,OK,none
evil_y,0x25ad,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
evil_y,0x25ae,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
evil_y,0x25b1,"lea 0xab0(%rip),%rax",-,rax,No,No,No,-,none,OK,none
evil_y,0x25b8,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
evil_y,0x25bb,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
evil_y,0x25c0,nop,-,-,No,No,No,-,none,OK,none
evil_y,0x25c1,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
evil_y,0x25c2,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test01_global_fptr,0x25c3,endbr64,-,-,No,No,No,-,none,OK,none
test01_global_fptr,0x25c7,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test01_global_fptr,0x25c8,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test01_global_fptr,0x25cb,"lea 0xabb(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test01_global_fptr,0x25d2,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test01_global_fptr,0x25d5,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test01_global_fptr,0x25da,"mov 0x29d7(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test01_global_fptr,0x25e1,"mov (%rax),%rax",rax,rax,No,No,No,-,none,OK,none
test01_global_fptr,0x25e4,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x25e1; indirect call reg_based target rax L2: defined at 0x25da; indirect call reg_based target rax L3: terminal (param) at test01_global_fptr
test01_global_fptr,0x25e6,nop,-,-,No,No,No,-,none,OK,none
test01_global_fptr,0x25e7,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
test01_global_fptr,0x25e8,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test02_local_fptr,0x25e9,endbr64,-,-,No,No,No,-,none,OK,none
test02_local_fptr,0x25ed,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test02_local_fptr,0x25ee,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test02_local_fptr,0x25f1,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test02_local_fptr,0x25f5,"lea 0xaae(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test02_local_fptr,0x25fc,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test02_local_fptr,0x25ff,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test02_local_fptr,0x2604,"mov 0x29bd(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test02_local_fptr,0x260b,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test02_local_fptr,0x260f,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test02_local_fptr,0x2613,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x260f; indirect call reg_based target rax L2: defined at 0x2604; indirect call reg_based target rax L3: terminal (param) at test02_local_fptr
test02_local_fptr,0x2615,nop,-,-,No,No,No,-,none,OK,none
test02_local_fptr,0x2616,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test02_local_fptr,0x2617,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test03_table_fptr,0x2618,endbr64,-,-,No,No,No,-,none,OK,none
test03_table_fptr,0x261c,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test03_table_fptr,0x261d,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test03_table_fptr,0x2620,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test03_table_fptr,0x2624,"mov %edi,-0x4(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
test03_table_fptr,0x2627,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
test03_table_fptr,0x262a,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
test03_table_fptr,0x262c,"lea 0xa93(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test03_table_fptr,0x2633,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test03_table_fptr,0x2636,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
test03_table_fptr,0x263b,call 22b0 <printf@plt>,-,rax,No,No,No,-,none,OK,none
test03_table_fptr,0x2640,"cmpl $0x0,-0x4(%rbp)",rbp,-,No,No,No,-,none,OK,none
test03_table_fptr,0x2644,js 2666 <test03_table_fptr+0x4e>,-,-,No,No,No,-,none,OK,none
test03_table_fptr,0x2646,"cmpl $0x3,-0x4(%rbp)",rbp,-,No,No,No,-,none,OK,none
test03_table_fptr,0x264a,jg 2666 <test03_table_fptr+0x4e>,-,-,No,No,No,-,none,OK,none
test03_table_fptr,0x264c,"mov -0x4(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
test03_table_fptr,0x264f,cltq,-,-,No,No,No,-,none,OK,none
test03_table_fptr,0x2651,"lea 0x0(,%rax,8),%rdx",-,-,No,No,No,-,none,OK,none
test03_table_fptr,0x2659,"lea 0x2ae0(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test03_table_fptr,0x2660,"mov (%rdx,%rax,1),%rax",-,-,No,No,No,-,none,OK,none
test03_table_fptr,0x2664,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x2659; indirect call reg_based target rax L2: terminal (param) at test03_table_fptr
test03_table_fptr,0x2666,nop,-,-,No,No,No,-,none,OK,none
test03_table_fptr,0x2667,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test03_table_fptr,0x2668,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test04_stack_fptr,0x2669,endbr64,-,-,No,No,No,-,none,OK,none
test04_stack_fptr,0x266d,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test04_stack_fptr,0x266e,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test04_stack_fptr,0x2671,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test04_stack_fptr,0x2675,"lea 0xa64(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test04_stack_fptr,0x267c,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test04_stack_fptr,0x267f,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test04_stack_fptr,0x2684,"mov 0x290d(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test04_stack_fptr,0x268b,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test04_stack_fptr,0x268f,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test04_stack_fptr,0x2693,"mov %rax,-0x10(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test04_stack_fptr,0x2697,"mov -0x10(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test04_stack_fptr,0x269b,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x2697; indirect call reg_based target rax L2: defined at 0x268f; indirect call reg_based target rax L3: defined at 0x2684; indirect call reg_based target rax L4: terminal (param) at test04_stack_fptr
test04_stack_fptr,0x269d,nop,-,-,No,No,No,-,none,OK,none
test04_stack_fptr,0x269e,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test04_stack_fptr,0x269f,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test05_vtable,0x26a0,endbr64,-,-,No,No,No,-,none,OK,none
test05_vtable,0x26a4,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test05_vtable,0x26a5,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test05_vtable,0x26a8,"sub $0x20,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test05_vtable,0x26ac,"lea 0xa43(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test05_vtable,0x26b3,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test05_vtable,0x26b6,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test05_vtable,0x26bb,"mov 0x28ce(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test05_vtable,0x26c2,"mov %rax,-0x20(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test05_vtable,0x26c6,"mov 0x28fb(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test05_vtable,0x26cd,"mov %rax,-0x18(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test05_vtable,0x26d1,"movl $0x2a,-0x10(%rbp)",rbp,-,No,No,No,-,none,OK,none
test05_vtable,0x26d8,"mov -0x20(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test05_vtable,0x26dc,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x26d8; indirect call reg_based target rax L2: defined at 0x26bb; indirect call reg_based target rax L3: terminal (param) at test05_vtable
test05_vtable,0x26de,nop,-,-,No,No,No,-,none,OK,none
test05_vtable,0x26df,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test05_vtable,0x26e0,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
call_via_fp,0x26e1,endbr64,-,-,No,No,No,-,none,OK,none
call_via_fp,0x26e5,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
call_via_fp,0x26e6,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
call_via_fp,0x26e9,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
call_via_fp,0x26ed,"mov %rdi,-0x8(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
call_via_fp,0x26f1,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
call_via_fp,0x26f5,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x26f1; indirect call reg_based target rax L2: terminal (param) at call_via_fp
call_via_fp,0x26f7,nop,-,-,No,No,No,-,none,OK,none
call_via_fp,0x26f8,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
call_via_fp,0x26f9,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test06_callback,0x26fa,endbr64,-,-,No,No,No,-,none,OK,none
test06_callback,0x26fe,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test06_callback,0x26ff,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test06_callback,0x2702,"lea 0x9ff(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test06_callback,0x2709,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test06_callback,0x270c,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test06_callback,0x2711,"mov 0x28a8(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test06_callback,0x2718,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test06_callback,0x271b,call 26e1 <call_via_fp>,-,rax,No,No,No,-,none,OK,none
test06_callback,0x2720,nop,-,-,No,No,No,-,none,OK,none
test06_callback,0x2721,pop %rbp,rsp,rbp,No,No,No,-,none,OK,none
test06_callback,0x2722,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test07_indirect_jump,0x2723,endbr64,-,-,No,No,No,-,none,OK,none
test07_indirect_jump,0x2727,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test07_indirect_jump,0x2728,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test07_indirect_jump,0x272b,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test07_indirect_jump,0x272f,"lea 0x9f2(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test07_indirect_jump,0x2736,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test07_indirect_jump,0x2739,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test07_indirect_jump,0x273e,"mov 0x2853(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test07_indirect_jump,0x2745,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test07_indirect_jump,0x2749,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test07_indirect_jump,0x274d,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x2749; indirect call reg_based target rax L2: defined at 0x273e; indirect call reg_based target rax L3: terminal (param) at test07_indirect_jump
test07_indirect_jump,0x274f,nop,-,-,No,No,No,-,none,OK,none
test07_indirect_jump,0x2750,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test07_indirect_jump,0x2751,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test08_with_retval,0x2752,endbr64,-,-,No,No,No,-,none,OK,none
test08_with_retval,0x2756,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test08_with_retval,0x2757,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test08_with_retval,0x275a,"sub $0x20,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test08_with_retval,0x275e,"mov %edi,-0x14(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
test08_with_retval,0x2761,"lea 0x9e0(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test08_with_retval,0x2768,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test08_with_retval,0x276b,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test08_with_retval,0x2770,"mov 0x2811(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test08_with_retval,0x2777,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test08_with_retval,0x277b,"mov -0x14(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
test08_with_retval,0x277e,"mov -0x8(%rbp),%rdx",rbp,rdx,No,No,No,-,none,OK,none
test08_with_retval,0x2782,"mov %eax,%edi",rax,rdi,No,No,No,-,none,OK,none
test08_with_retval,0x2784,call *%rdx,rdx,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rdx L1: defined at 0x277e; indirect call reg_based target rdx L2: defined at 0x2770; indirect call reg_based target rdx L3: terminal (param) at test08_with_retval
test08_with_retval,0x2786,"mov %eax,-0xc(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test08_with_retval,0x2789,"mov -0xc(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
test08_with_retval,0x278c,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
test08_with_retval,0x278e,"lea 0x9d2(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test08_with_retval,0x2795,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test08_with_retval,0x2798,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
test08_with_retval,0x279d,call 22b0 <printf@plt>,-,rax,No,No,No,-,none,OK,none
test08_with_retval,0x27a2,nop,-,-,No,No,No,-,none,OK,none
test08_with_retval,0x27a3,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test08_with_retval,0x27a4,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test09_multiarg,0x27a5,endbr64,-,-,No,No,No,-,none,OK,none
test09_multiarg,0x27a9,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test09_multiarg,0x27aa,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test09_multiarg,0x27ad,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test09_multiarg,0x27b1,"lea 0x9c1(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test09_multiarg,0x27b8,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test09_multiarg,0x27bb,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test09_multiarg,0x27c0,"mov 0x27e9(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test09_multiarg,0x27c7,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test09_multiarg,0x27cb,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test09_multiarg,0x27cf,"mov $0x1e,%edx",-,rdx,No,No,No,-,none,OK,none
test09_multiarg,0x27d4,"mov $0x14,%esi",-,rsi,No,No,No,-,none,OK,none
test09_multiarg,0x27d9,"mov $0xa,%edi",-,rdi,No,No,No,-,none,OK,none
test09_multiarg,0x27de,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x27cb; indirect call reg_based target rax L2: defined at 0x27c0; indirect call reg_based target rax L3: terminal (param) at test09_multiarg
test09_multiarg,0x27e0,nop,-,-,No,No,No,-,none,OK,none
test09_multiarg,0x27e1,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test09_multiarg,0x27e2,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test10_volatile,0x27e3,endbr64,-,-,No,No,No,-,none,OK,none
test10_volatile,0x27e7,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test10_volatile,0x27e8,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test10_volatile,0x27eb,"sub $0x10,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test10_volatile,0x27ef,"lea 0x9a2(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test10_volatile,0x27f6,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test10_volatile,0x27f9,call 2260 <puts@plt>,-,rax,No,No,No,-,none,OK,none
test10_volatile,0x27fe,"mov 0x278b(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test10_volatile,0x2805,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test10_volatile,0x2809,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test10_volatile,0x280d,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x2809; indirect call reg_based target rax L2: defined at 0x27fe; indirect call reg_based target rax L3: terminal (param) at test10_volatile
test10_volatile,0x280f,nop,-,-,No,No,No,-,none,OK,none
test10_volatile,0x2810,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test10_volatile,0x2811,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test11_conditional,0x2812,endbr64,-,-,No,No,No,-,none,OK,none
test11_conditional,0x2816,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test11_conditional,0x2817,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test11_conditional,0x281a,"sub $0x20,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test11_conditional,0x281e,"mov %edi,-0x14(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
test11_conditional,0x2821,"mov -0x14(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
test11_conditional,0x2824,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
test11_conditional,0x2826,"lea 0x993(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test11_conditional,0x282d,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test11_conditional,0x2830,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
test11_conditional,0x2835,call 22b0 <printf@plt>,-,rax,No,No,No,-,none,OK,none
test11_conditional,0x283a,"cmpl $0x0,-0x14(%rbp)",rbp,-,No,No,No,-,none,OK,none
test11_conditional,0x283e,je 284d <test11_conditional+0x3b>,-,-,No,No,No,-,none,OK,none
test11_conditional,0x2840,"mov 0x2749(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test11_conditional,0x2847,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test11_conditional,0x284b,jmp 2858 <test11_conditional+0x46>,-,-,No,No,No,-,none,OK,none
test11_conditional,0x284d,"mov 0x2774(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test11_conditional,0x2854,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test11_conditional,0x2858,"mov -0x8(%rbp),%rax",rbp,rax,No,No,No,-,none,OK,none
test11_conditional,0x285c,call *%rax,rax,rax,Yes,No,No,reg_based,high,WARNING,indirect call reg_based target rax L1: defined at 0x2858; indirect call reg_based target rax L2: defined at 0x284d; indirect call reg_based target rax L3: terminal (param) at test11_conditional
test11_conditional,0x285e,nop,-,-,No,No,No,-,none,OK,none
test11_conditional,0x285f,leave,rbp,"rsp,rbp",No,No,No,-,none,OK,none
test11_conditional,0x2860,ret,rsp,rsp,No,Yes,Yes,ret,high,OK,none
test12_switch,0x2861,endbr64,-,-,No,No,No,-,none,OK,none
test12_switch,0x2865,push %rbp,rbp,rsp,No,No,No,-,none,OK,none
test12_switch,0x2866,"mov %rsp,%rbp",rsp,rbp,No,No,No,-,none,OK,none
test12_switch,0x2869,"sub $0x20,%rsp",rsp,rsp,No,No,No,-,none,OK,none
test12_switch,0x286d,"mov %edi,-0x14(%rbp)","rdi,rbp",-,No,No,No,-,none,OK,none
test12_switch,0x2870,"mov -0x14(%rbp),%eax",rbp,rax,No,No,No,-,none,OK,none
test12_switch,0x2873,"mov %eax,%esi",rax,rsi,No,No,No,-,none,OK,none
test12_switch,0x2875,"lea 0x96c(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test12_switch,0x287c,"mov %rax,%rdi",rax,rdi,No,No,No,-,none,OK,none
test12_switch,0x287f,"mov $0x0,%eax",-,rax,No,No,No,-,none,OK,none
test12_switch,0x2884,call 22b0 <printf@plt>,-,rax,No,No,No,-,none,OK,none
test12_switch,0x2889,"movq $0x0,-0x8(%rbp)",rbp,-,No,No,No,-,none,OK,none
test12_switch,0x2891,"cmpl $0x2,-0x14(%rbp)",rbp,-,No,No,No,-,none,OK,none
test12_switch,0x2895,je 28c5 <test12_switch+0x64>,-,-,No,No,No,-,none,OK,none
test12_switch,0x2897,"cmpl $0x2,-0x14(%rbp)",rbp,-,No,No,No,-,none,OK,none
test12_switch,0x289b,jg 28d2 <test12_switch+0x71>,-,-,No,No,No,-,none,OK,none
test12_switch,0x289d,"cmpl $0x0,-0x14(%rbp)",rbp,-,No,No,No,-,none,OK,none
test12_switch,0x28a1,je 28ab <test12_switch+0x4a>,-,-,No,No,No,-,none,OK,none
test12_switch,0x28a3,"cmpl $0x1,-0x14(%rbp)",rbp,-,No,No,No,-,none,OK,none
test12_switch,0x28a7,je 28b8 <test12_switch+0x57>,-,-,No,No,No,-,none,OK,none
test12_switch,0x28a9,jmp 28d2 <test12_switch+0x71>,-,-,No,No,No,-,none,OK,none
test12_switch,0x28ab,"mov 0x26de(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test12_switch,0x28b2,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test12_switch,0x28b6,jmp 28de <test12_switch+0x7d>,-,-,No,No,No,-,none,OK,none
test12_switch,0x28b8,"mov 0x2709(%rip),%rax",-,rax,No,No,No,-,none,OK,none
test12_switch,0x28bf,"mov %rax,-0x8(%rbp)","rax,rbp",-,No,No,No,-,none,OK,none
test12_switch,0x28c3,jmp 28de <test12_switch+0x7d>,-,-,No,No,No,-,none,OK,none
