jump_instr_address,jump_instr,instr_len,instr_content,instr_bytes,jump_type,parent_function_name,parent_function_start,target_address,target_function_name,target_function_start
0x2c6e,call,2,call *%rax,ff d0,间接调用,attack_a4_struct_replace,0x2c27,,,
0x2c72,ret,1,ret,c3,函数返回,attack_a4_struct_replace,0x2c27,,,
0x2c83,ret,1,ret,c3,函数返回,a5_get_ptr,0x2c73,,,
0x2c9a,call,5,call 2260 <puts@plt>,e8 c1 f5 ff ff,函数调用,attack_a5_returned_hijack,0x2c84,,,
0x2c9f,call,5,call 2c73 <a5_get_ptr>,e8 cf ff ff ff,函数调用,attack_a5_returned_hijack,0x2c84,,,
0x2cb1,jne,2,jne 2cbe <attack_a5_returned_hijack+0x3a>,75 0b,条件跳转,attack_a5_returned_hijack,0x2c84,,,
0x2cc2,call,2,call *%rax,ff d0,间接调用,attack_a5_returned_hijack,0x2c84,,,
0x2cc6,ret,1,ret,c3,函数返回,attack_a5_returned_hijack,0x2c84,,,
0x2cdd,call,5,call 2260 <puts@plt>,e8 7e f5 ff ff,函数调用,attack_a6_heap_callback,0x2cc7,,,
0x2ce7,call,5,call 2340 <malloc@plt>,e8 54 f6 ff ff,函数调用,attack_a6_heap_callback,0x2cc7,,,
0x2cf5,je,2,je 2d35 <attack_a6_heap_callback+0x6e>,74 3e,条件跳转,attack_a6_heap_callback,0x2cc7,,,
0x2d0e,jne,2,jne 2d1e <attack_a6_heap_callback+0x57>,75 0e,条件跳转,attack_a6_heap_callback,0x2cc7,,,
0x2d25,call,2,call *%rax,ff d0,间接调用,attack_a6_heap_callback,0x2cc7,,,
0x2d2e,call,5,call 2240 <free@plt>,e8 0d f5 ff ff,函数调用,attack_a6_heap_callback,0x2cc7,,,
0x2d33,jmp,2,jmp 2d36 <attack_a6_heap_callback+0x6f>,eb 01,无条件跳转,attack_a6_heap_callback,0x2cc7,,,
0x2d37,ret,1,ret,c3,函数返回,attack_a6_heap_callback,0x2cc7,,,
0x2d6c,ret,1,ret,c3,函数返回,a7_init_table,0x2d38,,,
0x2d83,call,5,call 2260 <puts@plt>,e8 d8 f4 ff ff,函数调用,attack_a7_table_poison,0x2d6d,,,
0x2d88,call,5,call 2d38 <a7_init_table>,e8 ab ff ff ff,函数调用,attack_a7_table_poison,0x2d6d,,,
0x2d9d,jne,2,jne 2dad <attack_a7_table_poison+0x40>,75 0e,条件跳转,attack_a7_table_poison,0x2d6d,,,
0x2dc5,call,2,call *%rax,ff d0,间接调用,attack_a7_table_poison,0x2d6d,,,
0x2dc9,ret,1,ret,c3,函数返回,attack_a7_table_poison,0x2d6d,,,
0x2ddc,call,5,call 2260 <puts@plt>,e8 7f f4 ff ff,函数调用,test_all,0x2dca,,,
0x2de1,call,5,call 23d0 <test01_global_fptr@plt>,e8 ea f5 ff ff,函数调用,test_all,0x2dca,,,
0x2de6,call,5,call 2350 <test02_local_fptr@plt>,e8 65 f5 ff ff,函数调用,test_all,0x2dca,,,
0x2df0,call,5,call 23c0 <test03_table_fptr@plt>,e8 cb f5 ff ff,函数调用,test_all,0x2dca,,,
0x2df5,call,5,call 22f0 <test04_stack_fptr@plt>,e8 f6 f4 ff ff,函数调用,test_all,0x2dca,,,
0x2dfa,call,5,call 2380 <test05_vtable@plt>,e8 81 f5 ff ff,函数调用,test_all,0x2dca,,,
0x2dff,call,5,call 2250 <test06_callback@plt>,e8 4c f4 ff ff,函数调用,test_all,0x2dca,,,
0x2e04,call,5,call 2390 <test07_indirect_jump@plt>,e8 87 f5 ff ff,函数调用,test_all,0x2dca,,,
0x2e0e,call,5,call 2280 <test08_with_retval@plt>,e8 6d f4 ff ff,函数调用,test_all,0x2dca,,,
0x2e13,call,5,call 2370 <test09_multiarg@plt>,e8 58 f5 ff ff,函数调用,test_all,0x2dca,,,
