reg,def_func,def_addr,def_instr,use_func,use_addr,use_instr,cross_func,dfi_violation,violation_reason,def_source,indirect_type
rax,test05_vtable,0x26c6,"mov 0x28fb(%rip),%rax",test05_vtable,0x26cd,"mov %rax,-0x18(%rbp)",No,OK,,local,-
rbp,test05_vtable,0x26a5,"mov %rsp,%rbp",test05_vtable,0x26cd,"mov %rax,-0x18(%rbp)",No,OK,,local,-
rbp,test05_vtable,0x26a5,"mov %rsp,%rbp",test05_vtable,0x26d1,"movl $0x2a,-0x10(%rbp)",No,OK,,local,-
rbp,test05_vtable,0x26a5,"mov %rsp,%rbp",test05_vtable,0x26d8,"mov -0x20(%rbp),%rax",No,OK,,local,-
rax,test05_vtable,0x26d8,"mov -0x20(%rbp),%rax",test05_vtable,0x26dc,call *%rax,No,WARNING,indirect call reg_based target rax L1: defined at 0x26d8,local,reg_based
rax,test05_vtable,0x26bb,"mov 0x28ce(%rip),%rax",test05_vtable,0x26dc,call *%rax,No,WARNING,indirect call reg_based target rax L2: defined at 0x26bb,local,reg_based
data_segment,test05_vtable,0x26bb,← data segment [rip+0x28ce],test05_vtable,0x26dc,call *%rax,No,WARNING,indirect call reg_based target rax L3: terminal (param) at test05_vtable,synthetic,reg_based
rbp,test05_vtable,0x26a5,"mov %rsp,%rbp",test05_vtable,0x26df,leave,No,OK,,local,-
rsp,test05_vtable,0x26df,leave,test05_vtable,0x26e0,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,call_via_fp,0x26e5,push %rbp,No,OK,,unknown,-
rsp,call_via_fp,0x26e5,push %rbp,call_via_fp,0x26e6,"mov %rsp,%rbp",No,OK,,local,-
rsp,call_via_fp,0x26e5,push %rbp,call_via_fp,0x26e9,"sub $0x10,%rsp",No,OK,,local,-
rdi,call_via_fp,0x0,<param:rdi>,call_via_fp,0x26ed,"mov %rdi,-0x8(%rbp)",No,OK,,parameter,-
rbp,call_via_fp,0x26e6,"mov %rsp,%rbp",call_via_fp,0x26ed,"mov %rdi,-0x8(%rbp)",No,OK,,local,-
rbp,call_via_fp,0x26e6,"mov %rsp,%rbp",call_via_fp,0x26f1,"mov -0x8(%rbp),%rax",No,OK,,local,-
rax,call_via_fp,0x26f1,"mov -0x8(%rbp),%rax",call_via_fp,0x26f5,call *%rax,No,WARNING,indirect call reg_based target rax L1: defined at 0x26f1,local,reg_based
rdi,call_via_fp,0x0,<param:rdi>,call_via_fp,0x26f5,call *%rax,No,WARNING,indirect call reg_based target rax L2: terminal (param) at call_via_fp,parameter,reg_based
rbp,call_via_fp,0x26e6,"mov %rsp,%rbp",call_via_fp,0x26f8,leave,No,OK,,local,-
rsp,call_via_fp,0x26f8,leave,call_via_fp,0x26f9,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,test06_callback,0x26fe,push %rbp,No,OK,,unknown,-
rsp,test06_callback,0x26fe,push %rbp,test06_callback,0x26ff,"mov %rsp,%rbp",No,OK,,local,-
