event_id,timestamp_ns,pid,cpu,jump_type,jump_type_name,src_func,dst_func,src_instr,src_offset,src_func_addr,cfi_dst_addr,reg_rax,reg_rcx,reg_rdx,reg_rbx,reg_rsp,reg_rbp,reg_rsi,reg_rdi,ret_addr,saved_rax_val,saved_rsp_val,is_correct,call_stack_hash,ptr_origin
1,19215164558573,72062,1,3,RET,main,,ret,0x113b,0x0,0x0,0x0,0x0,0x0,0x0,0x7a88b06f5898,0x7a88b06f58a0,0x5,0x7a88b06f5690,0x7a88bef84b16,0x0,0x7a88bef84b16,1,0x7a88bef84b16,0x0
