reg,def_func,def_addr,def_instr,use_func,use_addr,use_instr,cross_func,dfi_violation,violation_reason,def_source,indirect_type
rax,test04_stack_fptr_call,0x152f,"mov 0x2a9a(%rip),%rax",test04_stack_fptr_call,0x1536,"mov %rax,-0x8(%rbp)",No,OK,,local,-
rbp,test04_stack_fptr_call,0x1519,"mov %rsp,%rbp",test04_stack_fptr_call,0x1536,"mov %rax,-0x8(%rbp)",No,OK,,local,-
rbp,test04_stack_fptr_call,0x1519,"mov %rsp,%rbp",test04_stack_fptr_call,0x153a,"mov -0x8(%rbp),%rax",No,OK,,local,-
rax,test04_stack_fptr_call,0x153a,"mov -0x8(%rbp),%rax",test04_stack_fptr_call,0x153e,"mov %rax,-0x10(%rbp)",No,OK,,local,-
rbp,test04_stack_fptr_call,0x1519,"mov %rsp,%rbp",test04_stack_fptr_call,0x153e,"mov %rax,-0x10(%rbp)",No,OK,,local,-
rbp,test04_stack_fptr_call,0x1519,"mov %rsp,%rbp",test04_stack_fptr_call,0x1542,"mov -0x10(%rbp),%rax",No,OK,,local,-
rax,test04_stack_fptr_call,0x1542,"mov -0x10(%rbp),%rax",test04_stack_fptr_call,0x1546,call *%rax,No,WARNING,indirect call reg_based target rax L1: defined at 0x1542,local,reg_based
rax,test04_stack_fptr_call,0x153a,"mov -0x8(%rbp),%rax",test04_stack_fptr_call,0x1546,call *%rax,No,WARNING,indirect call reg_based target rax L2: defined at 0x153a,local,reg_based
rax,test04_stack_fptr_call,0x152f,"mov 0x2a9a(%rip),%rax",test04_stack_fptr_call,0x1546,call *%rax,No,WARNING,indirect call reg_based target rax L3: defined at 0x152f,local,reg_based
data_segment,test04_stack_fptr_call,0x152f,← data segment [rip+0x2a9a],test04_stack_fptr_call,0x1546,call *%rax,No,WARNING,indirect call reg_based target rax L4: terminal (param) at test04_stack_fptr_call,synthetic,reg_based
rbp,test04_stack_fptr_call,0x1519,"mov %rsp,%rbp",test04_stack_fptr_call,0x1549,leave,No,OK,,local,-
rsp,test04_stack_fptr_call,0x1549,leave,test04_stack_fptr_call,0x154a,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,test05_vtable_call,0x154f,push %rbp,No,OK,,unknown,-
rsp,test05_vtable_call,0x154f,push %rbp,test05_vtable_call,0x1550,"mov %rsp,%rbp",No,OK,,local,-
rsp,test05_vtable_call,0x154f,push %rbp,test05_vtable_call,0x1553,"sub $0x20,%rsp",No,OK,,local,-
rax,test05_vtable_call,0x1557,"lea 0xb9a(%rip),%rax",test05_vtable_call,0x155e,"mov %rax,%rdi",No,OK,,local,-
rax,test05_vtable_call,0x1566,"mov 0x2a53(%rip),%rax",test05_vtable_call,0x156d,"mov %rax,-0x20(%rbp)",No,OK,,local,-
rbp,test05_vtable_call,0x1550,"mov %rsp,%rbp",test05_vtable_call,0x156d,"mov %rax,-0x20(%rbp)",No,OK,,local,-
rax,test05_vtable_call,0x1571,"mov 0x2a28(%rip),%rax",test05_vtable_call,0x1578,"mov %rax,-0x18(%rbp)",No,OK,,local,-
rbp,test05_vtable_call,0x1550,"mov %rsp,%rbp",test05_vtable_call,0x1578,"mov %rax,-0x18(%rbp)",No,OK,,local,-
rbp,test05_vtable_call,0x1550,"mov %rsp,%rbp",test05_vtable_call,0x157c,"movl $0x2a,-0x10(%rbp)",No,OK,,local,-
rbp,test05_vtable_call,0x1550,"mov %rsp,%rbp",test05_vtable_call,0x1583,"mov -0x20(%rbp),%rax",No,OK,,local,-
rax,test05_vtable_call,0x1583,"mov -0x20(%rbp),%rax",test05_vtable_call,0x1587,call *%rax,No,WARNING,indirect call reg_based target rax L1: defined at 0x1583,local,reg_based
rax,test05_vtable_call,0x1566,"mov 0x2a53(%rip),%rax",test05_vtable_call,0x1587,call *%rax,No,WARNING,indirect call reg_based target rax L2: defined at 0x1566,local,reg_based
data_segment,test05_vtable_call,0x1566,← data segment [rip+0x2a53],test05_vtable_call,0x1587,call *%rax,No,WARNING,indirect call reg_based target rax L3: terminal (param) at test05_vtable_call,synthetic,reg_based
rbp,test05_vtable_call,0x1550,"mov %rsp,%rbp",test05_vtable_call,0x1589,"mov -0x18(%rbp),%rax",No,OK,,local,-
rax,test05_vtable_call,0x1589,"mov -0x18(%rbp),%rax",test05_vtable_call,0x158d,call *%rax,No,WARNING,indirect call reg_based target rax L1: defined at 0x1589,local,reg_based
rax,test05_vtable_call,0x1571,"mov 0x2a28(%rip),%rax",test05_vtable_call,0x158d,call *%rax,No,WARNING,indirect call reg_based target rax L2: defined at 0x1571,local,reg_based
data_segment,test05_vtable_call,0x1571,← data segment [rip+0x2a28],test05_vtable_call,0x158d,call *%rax,No,WARNING,indirect call reg_based target rax L3: terminal (param) at test05_vtable_call,synthetic,reg_based
rbp,test05_vtable_call,0x1550,"mov %rsp,%rbp",test05_vtable_call,0x1590,leave,No,OK,,local,-
rsp,test05_vtable_call,0x1590,leave,test05_vtable_call,0x1591,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,call_via_fp,0x1596,push %rbp,No,OK,,unknown,-
rsp,call_via_fp,0x1596,push %rbp,call_via_fp,0x1597,"mov %rsp,%rbp",No,OK,,local,-
rsp,call_via_fp,0x1596,push %rbp,call_via_fp,0x159a,"sub $0x10,%rsp",No,OK,,local,-
rdi,call_via_fp,0x0,<param:rdi>,call_via_fp,0x159e,"mov %rdi,-0x8(%rbp)",No,OK,,parameter,-
rbp,call_via_fp,0x1597,"mov %rsp,%rbp",call_via_fp,0x159e,"mov %rdi,-0x8(%rbp)",No,OK,,local,-
rbp,call_via_fp,0x1597,"mov %rsp,%rbp",call_via_fp,0x15a2,"mov -0x8(%rbp),%rax",No,OK,,local,-
rax,call_via_fp,0x15a2,"mov -0x8(%rbp),%rax",call_via_fp,0x15a6,call *%rax,No,WARNING,indirect call reg_based target rax L1: defined at 0x15a2,local,reg_based
rdi,call_via_fp,0x0,<param:rdi>,call_via_fp,0x15a6,call *%rax,No,WARNING,indirect call reg_based target rax L2: terminal (param) at call_via_fp,parameter,reg_based
rbp,call_via_fp,0x1597,"mov %rsp,%rbp",call_via_fp,0x15a9,leave,No,OK,,local,-
rsp,call_via_fp,0x15a9,leave,call_via_fp,0x15aa,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,test06_callback_arg,0x15af,push %rbp,No,OK,,unknown,-
rsp,test06_callback_arg,0x15af,push %rbp,test06_callback_arg,0x15b0,"mov %rsp,%rbp",No,OK,,local,-
rax,test06_callback_arg,0x15b3,"lea 0xb5e(%rip),%rax",test06_callback_arg,0x15ba,"mov %rax,%rdi",No,OK,,local,-
rax,test06_callback_arg,0x15c2,"mov 0x29cf(%rip),%rax",test06_callback_arg,0x15c9,"mov %rax,%rdi",No,OK,,local,-
rsp,test06_callback_arg,0x15af,push %rbp,test06_callback_arg,0x15d2,pop %rbp,No,OK,,local,-
rsp,test06_callback_arg,0x15af,push %rbp,test06_callback_arg,0x15d3,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,test07_indirect_jump,0x15d8,push %rbp,No,OK,,unknown,-
rsp,test07_indirect_jump,0x15d8,push %rbp,test07_indirect_jump,0x15d9,"mov %rsp,%rbp",No,OK,,local,-
rsp,test07_indirect_jump,0x15d8,push %rbp,test07_indirect_jump,0x15dc,"sub $0x40,%rsp",No,OK,,local,-
rdi,test07_indirect_jump,0x0,<param:rdi>,test07_indirect_jump,0x15e0,"mov %edi,-0x34(%rbp)",No,OK,,parameter,-
rbp,test07_indirect_jump,0x15d9,"mov %rsp,%rbp",test07_indirect_jump,0x15e0,"mov %edi,-0x34(%rbp)",No,OK,,local,-
rax,test07_indirect_jump,0x15e3,"mov %fs:0x28,%rax",test07_indirect_jump,0x15ec,"mov %rax,-0x8(%rbp)",No,OK,,local,-
rbp,test07_indirect_jump,0x15d9,"mov %rsp,%rbp",test07_indirect_jump,0x15ec,"mov %rax,-0x8(%rbp)",No,OK,,local,-
rax,test07_indirect_jump,0x15e3,"mov %fs:0x28,%rax",test07_indirect_jump,0x15f0,"xor %eax,%eax",No,OK,,local,-
rax,test07_indirect_jump,0x15f2,"lea 0xb43(%rip),%rax",test07_indirect_jump,0x15f9,"mov %rax,%rdi",No,OK,,local,-
rax,test07_indirect_jump,0x1601,"mov 0x29b8(%rip),%rax",test07_indirect_jump,0x1608,"mov %rax,-0x20(%rbp)",No,OK,,local,-
rbp,test07_indirect_jump,0x15d9,"mov %rsp,%rbp",test07_indirect_jump,0x1608,"mov %rax,-0x20(%rbp)",No,OK,,local,-
rax,test07_indirect_jump,0x160c,"mov 0x298d(%rip),%rax",test07_indirect_jump,0x1613,"mov %rax,-0x18(%rbp)",No,OK,,local,-
rbp,test07_indirect_jump,0x15d9,"mov %rsp,%rbp",test07_indirect_jump,0x1613,"mov %rax,-0x18(%rbp)",No,OK,,local,-
rbp,test07_indirect_jump,0x15d9,"mov %rsp,%rbp",test07_indirect_jump,0x1617,"mov -0x34(%rbp),%eax",No,OK,,local,-
rax,test07_indirect_jump,0x1617,"mov -0x34(%rbp),%eax",test07_indirect_jump,0x161a,"and $0x1,%eax",No,OK,,local,-
rax,test07_indirect_jump,0x161a,"and $0x1,%eax",test07_indirect_jump,0x1624,"mov %rax,-0x28(%rbp)",No,OK,,local,-
rbp,test07_indirect_jump,0x15d9,"mov %rsp,%rbp",test07_indirect_jump,0x1624,"mov %rax,-0x28(%rbp)",No,OK,,local,-
