reg,def_func,def_addr,def_instr,use_func,use_addr,use_instr,cross_func,dfi_violation,violation_reason,def_source,indirect_type
rax,test_ifelse,0x12db,"mov -0x4(%rbp),%eax",test_ifelse,0x12de,"mov %eax,%esi",No,OK,,local,-
rax,test_ifelse,0x12e0,"lea 0xda8(%rip),%rax",test_ifelse,0x12e7,"mov %rax,%rdi",No,OK,,local,-
rax,test_ifelse,0x12f6,"lea 0xda8(%rip),%rax",test_ifelse,0x12fd,"mov %rax,%rdi",No,OK,,local,-
rbp,test_ifelse,0x12aa,"mov %rsp,%rbp",test_ifelse,0x1306,leave,No,OK,,local,-
rsp,test_ifelse,0x1306,leave,test_ifelse,0x1307,ret,No,OK,ret target rsp L1: defined at 0x1306 (leave),local,ret
rbp,test_ifelse,0x12aa,"mov %rsp,%rbp",test_ifelse,0x1307,ret,No,OK,"ret target rbp L2: defined at 0x12aa (mov %rsp,%rbp)",local,ret
rsp,test_ifelse,0x12a9,push %rbp,test_ifelse,0x1307,ret,No,OK,ret target rsp L3: defined at 0x12a9 (push %rbp),local,ret
rbp,<unknown>,0x0,undefined source for rbp,test_switch,0x130c,push %rbp,No,OK,,unknown,-
rsp,test_switch,0x130c,push %rbp,test_switch,0x130d,"mov %rsp,%rbp",No,OK,,local,-
rsp,test_switch,0x130c,push %rbp,test_switch,0x1310,"sub $0x10,%rsp",No,OK,,local,-
rdi,test_switch,0x0,<param:rdi>,test_switch,0x1314,"mov %edi,-0x4(%rbp)",No,OK,,parameter,-
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x1314,"mov %edi,-0x4(%rbp)",No,OK,,local,-
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x1317,"cmpl $0x3,-0x4(%rbp)",No,OK,,local,-
eflags,test_switch,0x1317,"cmpl $0x3,-0x4(%rbp)",test_switch,0x131b,je 1353 <test_switch+0x4b>,No,OK,,local,-
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x131d,"cmpl $0x3,-0x4(%rbp)",No,OK,,local,-
eflags,test_switch,0x131d,"cmpl $0x3,-0x4(%rbp)",test_switch,0x1321,jg 1364 <test_switch+0x5c>,No,OK,,local,-
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x1323,"cmpl $0x1,-0x4(%rbp)",No,OK,,local,-
eflags,test_switch,0x1323,"cmpl $0x1,-0x4(%rbp)",test_switch,0x1327,je 1331 <test_switch+0x29>,No,OK,,local,-
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x1329,"cmpl $0x2,-0x4(%rbp)",No,OK,,local,-
eflags,test_switch,0x1329,"cmpl $0x2,-0x4(%rbp)",test_switch,0x132d,je 1342 <test_switch+0x3a>,No,OK,,local,-
rax,test_switch,0x1331,"lea 0xd7f(%rip),%rax",test_switch,0x1338,"mov %rax,%rdi",No,OK,,local,-
rax,test_switch,0x1342,"lea 0xd7e(%rip),%rax",test_switch,0x1349,"mov %rax,%rdi",No,OK,,local,-
rax,test_switch,0x1353,"lea 0xd7d(%rip),%rax",test_switch,0x135a,"mov %rax,%rdi",No,OK,,local,-
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x1364,"mov -0x4(%rbp),%eax",No,OK,,local,-
rax,test_switch,0x1364,"mov -0x4(%rbp),%eax",test_switch,0x1367,"mov %eax,%esi",No,OK,,local,-
rax,test_switch,0x1369,"lea 0xd77(%rip),%rax",test_switch,0x1370,"mov %rax,%rdi",No,OK,,local,-
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x137f,leave,No,OK,,local,-
rsp,test_switch,0x137f,leave,test_switch,0x1380,ret,No,OK,ret target rsp L1: defined at 0x137f (leave),local,ret
rbp,test_switch,0x130d,"mov %rsp,%rbp",test_switch,0x1380,ret,No,OK,"ret target rbp L2: defined at 0x130d (mov %rsp,%rbp)",local,ret
rsp,test_switch,0x130c,push %rbp,test_switch,0x1380,ret,No,OK,ret target rsp L3: defined at 0x130c (push %rbp),local,ret
rbp,<unknown>,0x0,undefined source for rbp,test_all,0x1385,push %rbp,No,OK,,unknown,-
rsp,test_all,0x1385,push %rbp,test_all,0x1386,"mov %rsp,%rbp",No,OK,,local,-
rsp,test_all,0x1385,push %rbp,test_all,0x13df,pop %rbp,No,OK,,local,-
rsp,test_all,0x1385,push %rbp,test_all,0x13e0,ret,No,OK,ret target rsp L1: defined at 0x1385 (push %rbp),local,ret
rbp,<unknown>,0x0,undefined source for rbp,test_all,0x13e0,ret,Yes,WARNING,ret target rbp L2: no local rsp definition,unknown,ret
rsp,<unknown>,0x0,undefined source for rsp,_fini,0x13e8,"sub $0x8,%rsp",No,OK,,unknown,-
rsp,_fini,0x13e8,"sub $0x8,%rsp",_fini,0x13ec,"add $0x8,%rsp",No,OK,,local,-
rsp,_fini,0x13ec,"add $0x8,%rsp",_fini,0x13f0,ret,No,OK,"ret target rsp L1: defined at 0x13ec (add $0x8,%rsp)",local,ret
rsp,_fini,0x13e8,"sub $0x8,%rsp",_fini,0x13f0,ret,No,OK,"ret target rsp L2: defined at 0x13e8 (sub $0x8,%rsp)",local,ret
rsp,<unknown>,0x0,undefined source for rsp,_fini,0x13f0,ret,Yes,WARNING,ret target rsp L3: no local rsp definition,unknown,ret
