event_id,timestamp_ns,pid,cpu,site_id,layer,func_name,inst_offset,reg_value,target_addr,instr_type,instr_type_name
1,17445734841802,65468,12,15,3,attack_01,0x1388,0x78c5721e0299,0x78c5721e0299,3,RBP_REL
2,17445734849166,65468,12,15,1,attack_01,0x138c,0x78c5721e0299,0x78c5721e0299,0,DIRECT
