event_id,timestamp_ns,pid,cpu,site_id,layer,func_name,inst_offset,reg_value,target_addr,instr_type,instr_type_name
1,18204369802255,68364,10,15,3,attack_01,0x1388,0x7aeffe3ed299,0x7aeffe3ed299,3,RBP_REL
2,18204369808823,68364,10,15,1,attack_01,0x138c,0x7aeffe3ed299,0x7aeffe3ed299,0,DIRECT
