event_id,timestamp_ns,pid,cpu,site_id,layer,func_name,inst_offset,reg_value,target_addr,instr_type,instr_type_name
1,19537574531815,73267,6,15,3,attack_01,0x1388,0x7551c16cb299,0x7551c16cb299,3,RBP_REL
2,19537574538619,73267,6,15,1,attack_01,0x138c,0x7551c16cb299,0x7551c16cb299,0,DIRECT
