event_id,timestamp_ns,pid,cpu,site_id,layer,func_name,inst_offset,reg_value,target_addr,instr_type,instr_type_name
1,19238535470721,72213,18,15,3,attack_01,0x1388,0x78546c1fc299,0x78546c1fc299,3,RBP_REL
2,19238535478186,72213,18,15,1,attack_01,0x138c,0x78546c1fc299,0x78546c1fc299,0,DIRECT
