event_id,timestamp_ns,pid,cpu,site_id,layer,func_name,inst_offset,reg_value,target_addr,instr_type,instr_type_name
1,17513437501115,65849,12,15,3,attack_01,0x1388,0x760109bfc299,0x760109bfc299,3,RBP_REL
2,17513437508313,65849,12,15,1,attack_01,0x138c,0x760109bfc299,0x760109bfc299,0,DIRECT
